episode,0, randomSeed,0, time,0
episode,77, randomSeed,7, time,5928
episode,77, randomSeed,8, time,5870
episode,77, randomSeed,9, time,5550
episode,78, randomSeed,0, time,5743
episode,78, randomSeed,1, time,5752
episode,78, randomSeed,2, time,5754
episode,78, randomSeed,3, time,5628
episode,78, randomSeed,4, time,6075
episode,78, randomSeed,5, time,5643
episode,78, randomSeed,6, time,5847
episode,78, randomSeed,7, time,5936
episode,78, randomSeed,8, time,5893
episode,78, randomSeed,9, time,5600
episode,79, randomSeed,0, time,5754
episode,79, randomSeed,1, time,5763
episode,79, randomSeed,2, time,5774
episode,79, randomSeed,3, time,5647
episode,79, randomSeed,4, time,6118
episode,79, randomSeed,5, time,5683
episode,79, randomSeed,6, time,5857
episode,79, randomSeed,7, time,5944
episode,79, randomSeed,8, time,5900
episode,79, randomSeed,9, time,5610
episode,80, randomSeed,0, time,5770
episode,80, randomSeed,1, time,5771
episode,80, randomSeed,2, time,5782
episode,80, randomSeed,3, time,5656
episode,80, randomSeed,4, time,6128
episode,80, randomSeed,5, time,5701
episode,80, randomSeed,6, time,5895
episode,80, randomSeed,7, time,5966
episode,80, randomSeed,8, time,5914
episode,80, randomSeed,9, time,5643
episode,81, randomSeed,0, time,5777
episode,81, randomSeed,1, time,5781
episode,81, randomSeed,2, time,5791
episode,81, randomSeed,3, time,5669
episode,81, randomSeed,4, time,6136
episode,81, randomSeed,5, time,5713
episode,81, randomSeed,6, time,5906
episode,81, randomSeed,7, time,5979
episode,81, randomSeed,8, time,5942
episode,81, randomSeed,9, time,5650
episode,82, randomSeed,0, time,5805
episode,82, randomSeed,1, time,5795
episode,82, randomSeed,2, time,5809
episode,82, randomSeed,3, time,5703
episode,82, randomSeed,4, time,6185
episode,82, randomSeed,5, time,5724
episode,82, randomSeed,6, time,5942
episode,82, randomSeed,7, time,5988
episode,82, randomSeed,8, time,5949
episode,82, randomSeed,9, time,5670
episode,83, randomSeed,0, time,5846
episode,83, randomSeed,1, time,5802
episode,83, randomSeed,2, time,5839
episode,83, randomSeed,3, time,5712
episode,83, randomSeed,4, time,6218
episode,83, randomSeed,5, time,5756
episode,83, randomSeed,6, time,5971
episode,83, randomSeed,7, time,6000
episode,83, randomSeed,8, time,5957
episode,83, randomSeed,9, time,5684
episode,84, randomSeed,0, time,5857
episode,84, randomSeed,1, time,5836
episode,84, randomSeed,2, time,5852
episode,84, randomSeed,3, time,5733
episode,84, randomSeed,4, time,6250
episode,84, randomSeed,5, time,5763
episode,84, randomSeed,6, time,5987
episode,84, randomSeed,7, time,6009
episode,84, randomSeed,8, time,6038
episode,84, randomSeed,9, time,5694
episode,85, randomSeed,0, time,5882
episode,85, randomSeed,1, time,5843
episode,85, randomSeed,2, time,5860
episode,85, randomSeed,3, time,5741
episode,85, randomSeed,4, time,6271
episode,85, randomSeed,5, time,5770
episode,85, randomSeed,6, time,6007
episode,85, randomSeed,7, time,6027
episode,85, randomSeed,8, time,6069
episode,85, randomSeed,9, time,5730
episode,86, randomSeed,0, time,5902
episode,86, randomSeed,1, time,5854
episode,86, randomSeed,2, time,5906
episode,86, randomSeed,3, time,5756
episode,86, randomSeed,4, time,6303
episode,86, randomSeed,5, time,5784
episode,86, randomSeed,6, time,6017
episode,86, randomSeed,7, time,6043
episode,86, randomSeed,8, time,6085
episode,86, randomSeed,9, time,5740
episode,87, randomSeed,0, time,5909
episode,87, randomSeed,1, time,5872
episode,87, randomSeed,2, time,5928
episode,87, randomSeed,3, time,5781
episode,87, randomSeed,4, time,6324
episode,87, randomSeed,5, time,5813
episode,87, randomSeed,6, time,6035
episode,87, randomSeed,7, time,6070
episode,87, randomSeed,8, time,6111
episode,87, randomSeed,9, time,5752
episode,88, randomSeed,0, time,5928
episode,88, randomSeed,1, time,5900
episode,88, randomSeed,2, time,5939
episode,88, randomSeed,3, time,5788
episode,88, randomSeed,4, time,6358
episode,88, randomSeed,5, time,5820
episode,88, randomSeed,6, time,6045
episode,88, randomSeed,7, time,6099
episode,88, randomSeed,8, time,6121
episode,88, randomSeed,9, time,5842
episode,89, randomSeed,0, time,5936
episode,89, randomSeed,1, time,5941
episode,89, randomSeed,2, time,5974
episode,89, randomSeed,3, time,5854
episode,89, randomSeed,4, time,6369
episode,89, randomSeed,5, time,5847
episode,89, randomSeed,6, time,6076
episode,89, randomSeed,7, time,6145
episode,89, randomSeed,8, time,6130
episode,89, randomSeed,9, time,5857
episode,90, randomSeed,0, time,5944
episode,90, randomSeed,1, time,5987
episode,90, randomSeed,2, time,5984
episode,90, randomSeed,3, time,5879
episode,90, randomSeed,4, time,6388
episode,90, randomSeed,5, time,5900
episode,90, randomSeed,6, time,6108
episode,90, randomSeed,7, time,6163
episode,90, randomSeed,8, time,6171
episode,90, randomSeed,9, time,5909
episode,91, randomSeed,0, time,5951
episode,91, randomSeed,1, time,5996
episode,91, randomSeed,2, time,5995
episode,91, randomSeed,3, time,5967
episode,91, randomSeed,4, time,6397
episode,91, randomSeed,5, time,5927
episode,91, randomSeed,6, time,6159
episode,91, randomSeed,7, time,6172
episode,91, randomSeed,8, time,6201
episode,91, randomSeed,9, time,5930
episode,92, randomSeed,0, time,5963
episode,92, randomSeed,1, time,6004
episode,92, randomSeed,2, time,6009
episode,92, randomSeed,3, time,5991
episode,92, randomSeed,4, time,6416
episode,92, randomSeed,5, time,5942
episode,92, randomSeed,6, time,6178
episode,92, randomSeed,7, time,6209
episode,92, randomSeed,8, time,6208
episode,92, randomSeed,9, time,5940
episode,93, randomSeed,0, time,5981
episode,93, randomSeed,1, time,6045
episode,93, randomSeed,2, time,6025
episode,93, randomSeed,3, time,6000
episode,93, randomSeed,4, time,6429
episode,93, randomSeed,5, time,5961
episode,93, randomSeed,6, time,6227
episode,93, randomSeed,7, time,6218
episode,93, randomSeed,8, time,6223
episode,93, randomSeed,9, time,5953
episode,94, randomSeed,0, time,6015
episode,94, randomSeed,1, time,6058
episode,94, randomSeed,2, time,6067
episode,94, randomSeed,3, time,6011
episode,94, randomSeed,4, time,6440
episode,94, randomSeed,5, time,5975
episode,94, randomSeed,6, time,6262
episode,94, randomSeed,7, time,6226
episode,94, randomSeed,8, time,6244
episode,94, randomSeed,9, time,6068
episode,95, randomSeed,0, time,6023
episode,95, randomSeed,1, time,6092
episode,95, randomSeed,2, time,6074
episode,95, randomSeed,3, time,6019
episode,95, randomSeed,4, time,6464
episode,95, randomSeed,5, time,6008
episode,95, randomSeed,6, time,6308
episode,95, randomSeed,7, time,6233
episode,95, randomSeed,8, time,6252
episode,95, randomSeed,9, time,6156
episode,96, randomSeed,0, time,6032
episode,96, randomSeed,1, time,6150
episode,96, randomSeed,2, time,6085
episode,96, randomSeed,3, time,6039
episode,96, randomSeed,4, time,6479
episode,96, randomSeed,5, time,6028
episode,96, randomSeed,6, time,6315
episode,96, randomSeed,7, time,6247
episode,96, randomSeed,8, time,6261
episode,96, randomSeed,9, time,6225
episode,97, randomSeed,0, time,6046
episode,97, randomSeed,1, time,6170
episode,97, randomSeed,2, time,6096
episode,97, randomSeed,3, time,6046
episode,97, randomSeed,4, time,6490
episode,97, randomSeed,5, time,6069
episode,97, randomSeed,6, time,6332
episode,97, randomSeed,7, time,6259
episode,97, randomSeed,8, time,6270
episode,97, randomSeed,9, time,6249
episode,98, randomSeed,0, time,6083
episode,98, randomSeed,1, time,6181
episode,98, randomSeed,2, time,6103
episode,98, randomSeed,3, time,6056
episode,98, randomSeed,4, time,6528
episode,98, randomSeed,5, time,6081
episode,98, randomSeed,6, time,6346
episode,98, randomSeed,7, time,6286
episode,98, randomSeed,8, time,6278
episode,98, randomSeed,9, time,6261
episode,99, randomSeed,0, time,6094
episode,99, randomSeed,1, time,6193
episode,99, randomSeed,2, time,6118
episode,99, randomSeed,3, time,6093
episode,99, randomSeed,4, time,6536
episode,99, randomSeed,5, time,6094
episode,99, randomSeed,6, time,6356
episode,99, randomSeed,7, time,6299
episode,99, randomSeed,8, time,6287
episode,99, randomSeed,9, time,6296
episode,100, randomSeed,0, time,6110
episode,100, randomSeed,1, time,6201
episode,100, randomSeed,2, time,6127
episode,100, randomSeed,3, time,6100
episode,100, randomSeed,4, time,6552
episode,100, randomSeed,5, time,6123
episode,100, randomSeed,6, time,6374
episode,100, randomSeed,7, time,6310
episode,100, randomSeed,8, time,6318
episode,100, randomSeed,9, time,6317
episode,101, randomSeed,0, time,6125
episode,101, randomSeed,1, time,6210
episode,101, randomSeed,2, time,6146
episode,101, randomSeed,3, time,6112
episode,101, randomSeed,4, time,6612
episode,101, randomSeed,5, time,6180
episode,101, randomSeed,6, time,6410
episode,101, randomSeed,7, time,6319
episode,101, randomSeed,8, time,6325
episode,101, randomSeed,9, time,6369
episode,102, randomSeed,0, time,6135
episode,102, randomSeed,1, time,6235
episode,102, randomSeed,2, time,6165
episode,102, randomSeed,3, time,6135
episode,102, randomSeed,4, time,6636
episode,102, randomSeed,5, time,6207
episode,102, randomSeed,6, time,6419
episode,102, randomSeed,7, time,6332
episode,102, randomSeed,8, time,6339
episode,102, randomSeed,9, time,6389
episode,103, randomSeed,0, time,6145
episode,103, randomSeed,1, time,6269
episode,103, randomSeed,2, time,6172
episode,103, randomSeed,3, time,6148
episode,103, randomSeed,4, time,6647
episode,103, randomSeed,5, time,6233
episode,103, randomSeed,6, time,6452
episode,103, randomSeed,7, time,6341
episode,103, randomSeed,8, time,6346
episode,103, randomSeed,9, time,6416
episode,104, randomSeed,0, time,6154
episode,104, randomSeed,1, time,6374
episode,104, randomSeed,2, time,6181
episode,104, randomSeed,3, time,6158
episode,104, randomSeed,4, time,6668
episode,104, randomSeed,5, time,6260
episode,104, randomSeed,6, time,6459
episode,104, randomSeed,7, time,6357
episode,104, randomSeed,8, time,6354
episode,104, randomSeed,9, time,6426
episode,105, randomSeed,0, time,6170
episode,105, randomSeed,1, time,6383
episode,105, randomSeed,2, time,6216
episode,105, randomSeed,3, time,6173
episode,105, randomSeed,4, time,6695
episode,105, randomSeed,5, time,6284
episode,105, randomSeed,6, time,6503
episode,105, randomSeed,7, time,6365
episode,105, randomSeed,8, time,6361
episode,105, randomSeed,9, time,6449
episode,106, randomSeed,0, time,6190
episode,106, randomSeed,1, time,6432
episode,106, randomSeed,2, time,6228
episode,106, randomSeed,3, time,6200
episode,106, randomSeed,4, time,6704
episode,106, randomSeed,5, time,6309
episode,106, randomSeed,6, time,6510
episode,106, randomSeed,7, time,6372
episode,106, randomSeed,8, time,6368
episode,106, randomSeed,9, time,6456
episode,107, randomSeed,0, time,6253
episode,107, randomSeed,1, time,6439
episode,107, randomSeed,2, time,6257
episode,107, randomSeed,3, time,6221
episode,107, randomSeed,4, time,6712
episode,107, randomSeed,5, time,6351
episode,107, randomSeed,6, time,6534
episode,107, randomSeed,7, time,6387
episode,107, randomSeed,8, time,6375
episode,107, randomSeed,9, time,6463
episode,108, randomSeed,0, time,6267
episode,108, randomSeed,1, time,6449
episode,108, randomSeed,2, time,6265
episode,108, randomSeed,3, time,6242
episode,108, randomSeed,4, time,6720
episode,108, randomSeed,5, time,6398
episode,108, randomSeed,6, time,6547
episode,108, randomSeed,7, time,6394
episode,108, randomSeed,8, time,6414
episode,108, randomSeed,9, time,6470
episode,109, randomSeed,0, time,6274
episode,109, randomSeed,1, time,6456
episode,109, randomSeed,2, time,6306
episode,109, randomSeed,3, time,6253
episode,109, randomSeed,4, time,6729
episode,109, randomSeed,5, time,6409
episode,109, randomSeed,6, time,6558
episode,109, randomSeed,7, time,6436
episode,109, randomSeed,8, time,6421
episode,109, randomSeed,9, time,6511
episode,110, randomSeed,0, time,6282
episode,110, randomSeed,1, time,6463
episode,110, randomSeed,2, time,6373
episode,110, randomSeed,3, time,6264
episode,110, randomSeed,4, time,6749
episode,110, randomSeed,5, time,6443
episode,110, randomSeed,6, time,6570
episode,110, randomSeed,7, time,6443
episode,110, randomSeed,8, time,6428
episode,110, randomSeed,9, time,6536
episode,111, randomSeed,0, time,6289
episode,111, randomSeed,1, time,6470
episode,111, randomSeed,2, time,6423
episode,111, randomSeed,3, time,6272
episode,111, randomSeed,4, time,6756
episode,111, randomSeed,5, time,6456
episode,111, randomSeed,6, time,6577
episode,111, randomSeed,7, time,6466
episode,111, randomSeed,8, time,6435
episode,111, randomSeed,9, time,6579
episode,112, randomSeed,0, time,6310
episode,112, randomSeed,1, time,6477
episode,112, randomSeed,2, time,6431
episode,112, randomSeed,3, time,6281
episode,112, randomSeed,4, time,6774
episode,112, randomSeed,5, time,6465
episode,112, randomSeed,6, time,6602
episode,112, randomSeed,7, time,6490
episode,112, randomSeed,8, time,6450
episode,112, randomSeed,9, time,6606
episode,113, randomSeed,0, time,6320
episode,113, randomSeed,1, time,6484
episode,113, randomSeed,2, time,6442
episode,113, randomSeed,3, time,6288
episode,113, randomSeed,4, time,6785
episode,113, randomSeed,5, time,6479
episode,113, randomSeed,6, time,6611
episode,113, randomSeed,7, time,6499
episode,113, randomSeed,8, time,6457
episode,113, randomSeed,9, time,6619
episode,114, randomSeed,0, time,6327
episode,114, randomSeed,1, time,6492
episode,114, randomSeed,2, time,6449
episode,114, randomSeed,3, time,6298
episode,114, randomSeed,4, time,6792
episode,114, randomSeed,5, time,6500
episode,114, randomSeed,6, time,6639
episode,114, randomSeed,7, time,6515
episode,114, randomSeed,8, time,6464
episode,114, randomSeed,9, time,6639
episode,115, randomSeed,0, time,6335
episode,115, randomSeed,1, time,6499
episode,115, randomSeed,2, time,6456
episode,115, randomSeed,3, time,6306
episode,115, randomSeed,4, time,6815
episode,115, randomSeed,5, time,6529
episode,115, randomSeed,6, time,6646
episode,115, randomSeed,7, time,6536
episode,115, randomSeed,8, time,6473
episode,115, randomSeed,9, time,6665
episode,116, randomSeed,0, time,6343
episode,116, randomSeed,1, time,6506
episode,116, randomSeed,2, time,6510
episode,116, randomSeed,3, time,6355
episode,116, randomSeed,4, time,6829
episode,116, randomSeed,5, time,6537
episode,116, randomSeed,6, time,6657
episode,116, randomSeed,7, time,6550
episode,116, randomSeed,8, time,6482
episode,116, randomSeed,9, time,6683
episode,117, randomSeed,0, time,6367
episode,117, randomSeed,1, time,6519
episode,117, randomSeed,2, time,6523
episode,117, randomSeed,3, time,6363
episode,117, randomSeed,4, time,6836
episode,117, randomSeed,5, time,6545
episode,117, randomSeed,6, time,6682
episode,117, randomSeed,7, time,6565
episode,117, randomSeed,8, time,6489
episode,117, randomSeed,9, time,6710
episode,118, randomSeed,0, time,6374
episode,118, randomSeed,1, time,6526
episode,118, randomSeed,2, time,6530
episode,118, randomSeed,3, time,6381
episode,118, randomSeed,4, time,6844
episode,118, randomSeed,5, time,6553
episode,118, randomSeed,6, time,6698
episode,118, randomSeed,7, time,6584
episode,118, randomSeed,8, time,6496
episode,118, randomSeed,9, time,6749
episode,119, randomSeed,0, time,6393
episode,119, randomSeed,1, time,6534
episode,119, randomSeed,2, time,6537
episode,119, randomSeed,3, time,6390
episode,119, randomSeed,4, time,6853
episode,119, randomSeed,5, time,6560
episode,119, randomSeed,6, time,6715
episode,119, randomSeed,7, time,6592
episode,119, randomSeed,8, time,6503
episode,119, randomSeed,9, time,6761
episode,120, randomSeed,0, time,6412
episode,120, randomSeed,1, time,6541
episode,120, randomSeed,2, time,6544
episode,120, randomSeed,3, time,6439
episode,120, randomSeed,4, time,6887
episode,120, randomSeed,5, time,6610
episode,120, randomSeed,6, time,6729
episode,120, randomSeed,7, time,6610
episode,120, randomSeed,8, time,6517
episode,120, randomSeed,9, time,6779
episode,121, randomSeed,0, time,6427
episode,121, randomSeed,1, time,6548
episode,121, randomSeed,2, time,6551
episode,121, randomSeed,3, time,6446
episode,121, randomSeed,4, time,6896
episode,121, randomSeed,5, time,6617
episode,121, randomSeed,6, time,6753
episode,121, randomSeed,7, time,6640
episode,121, randomSeed,8, time,6527
episode,121, randomSeed,9, time,6791
episode,122, randomSeed,0, time,6442
episode,122, randomSeed,1, time,6557
episode,122, randomSeed,2, time,6558
episode,122, randomSeed,3, time,6465
episode,122, randomSeed,4, time,6910
episode,122, randomSeed,5, time,6625
episode,122, randomSeed,6, time,6782
episode,122, randomSeed,7, time,6647
episode,122, randomSeed,8, time,6545
episode,122, randomSeed,9, time,6800
episode,123, randomSeed,0, time,6458
episode,123, randomSeed,1, time,6564
episode,123, randomSeed,2, time,6571
episode,123, randomSeed,3, time,6528
episode,123, randomSeed,4, time,6918
episode,123, randomSeed,5, time,6632
episode,123, randomSeed,6, time,6802
episode,123, randomSeed,7, time,6656
episode,123, randomSeed,8, time,6555
episode,123, randomSeed,9, time,6821
episode,124, randomSeed,0, time,6473
episode,124, randomSeed,1, time,6589
episode,124, randomSeed,2, time,6580
episode,124, randomSeed,3, time,6551
episode,124, randomSeed,4, time,6942
episode,124, randomSeed,5, time,6639
episode,124, randomSeed,6, time,6809
episode,124, randomSeed,7, time,6691
episode,124, randomSeed,8, time,6565
episode,124, randomSeed,9, time,6836
episode,125, randomSeed,0, time,6484
episode,125, randomSeed,1, time,6613
episode,125, randomSeed,2, time,6598
episode,125, randomSeed,3, time,6558
episode,125, randomSeed,4, time,6953
episode,125, randomSeed,5, time,6646
episode,125, randomSeed,6, time,6818
episode,125, randomSeed,7, time,6715
episode,125, randomSeed,8, time,6580
episode,125, randomSeed,9, time,6844
episode,126, randomSeed,0, time,6491
episode,126, randomSeed,1, time,6622
episode,126, randomSeed,2, time,6605
episode,126, randomSeed,3, time,6575
episode,126, randomSeed,4, time,6960
episode,126, randomSeed,5, time,6653
episode,126, randomSeed,6, time,6832
episode,126, randomSeed,7, time,6731
episode,126, randomSeed,8, time,6591
episode,126, randomSeed,9, time,6858
episode,127, randomSeed,0, time,6578
episode,127, randomSeed,1, time,6682
episode,127, randomSeed,2, time,6612
episode,127, randomSeed,3, time,6582
episode,127, randomSeed,4, time,6969
episode,127, randomSeed,5, time,6660
episode,127, randomSeed,6, time,6843
episode,127, randomSeed,7, time,6740
episode,127, randomSeed,8, time,6602
episode,127, randomSeed,9, time,6882
episode,128, randomSeed,0, time,6589
episode,128, randomSeed,1, time,6695
episode,128, randomSeed,2, time,6619
episode,128, randomSeed,3, time,6672
episode,128, randomSeed,4, time,7002
episode,128, randomSeed,5, time,6667
episode,128, randomSeed,6, time,6851
episode,128, randomSeed,7, time,6759
episode,128, randomSeed,8, time,6611
episode,128, randomSeed,9, time,6890
episode,129, randomSeed,0, time,6598
episode,129, randomSeed,1, time,6702
episode,129, randomSeed,2, time,6626
episode,129, randomSeed,3, time,6703
episode,129, randomSeed,4, time,7016
episode,129, randomSeed,5, time,6676
episode,129, randomSeed,6, time,6858
episode,129, randomSeed,7, time,6782
episode,129, randomSeed,8, time,6626
episode,129, randomSeed,9, time,6906
episode,130, randomSeed,0, time,6640
episode,130, randomSeed,1, time,6711
episode,130, randomSeed,2, time,6636
episode,130, randomSeed,3, time,6712
episode,130, randomSeed,4, time,7031
episode,130, randomSeed,5, time,6683
episode,130, randomSeed,6, time,6867
episode,130, randomSeed,7, time,6815
episode,130, randomSeed,8, time,6676
episode,130, randomSeed,9, time,6920
episode,131, randomSeed,0, time,6647
episode,131, randomSeed,1, time,6722
episode,131, randomSeed,2, time,6675
episode,131, randomSeed,3, time,6757
episode,131, randomSeed,4, time,7054
episode,131, randomSeed,5, time,6694
episode,131, randomSeed,6, time,6874
episode,131, randomSeed,7, time,6839
episode,131, randomSeed,8, time,6690
episode,131, randomSeed,9, time,6943
episode,132, randomSeed,0, time,6727
episode,132, randomSeed,1, time,6740
episode,132, randomSeed,2, time,6697
episode,132, randomSeed,3, time,6779
episode,132, randomSeed,4, time,7068
episode,132, randomSeed,5, time,6712
episode,132, randomSeed,6, time,6881
episode,132, randomSeed,7, time,6879
episode,132, randomSeed,8, time,6733
episode,132, randomSeed,9, time,6962
episode,133, randomSeed,0, time,6787
episode,133, randomSeed,1, time,6764
episode,133, randomSeed,2, time,6704
episode,133, randomSeed,3, time,6802
episode,133, randomSeed,4, time,7083
episode,133, randomSeed,5, time,6720
episode,133, randomSeed,6, time,6888
episode,133, randomSeed,7, time,6886
episode,133, randomSeed,8, time,6755
episode,133, randomSeed,9, time,7007
episode,134, randomSeed,0, time,6811
episode,134, randomSeed,1, time,6783
episode,134, randomSeed,2, time,6711
episode,134, randomSeed,3, time,6809
episode,134, randomSeed,4, time,7091
episode,134, randomSeed,5, time,6728
episode,134, randomSeed,6, time,6895
episode,134, randomSeed,7, time,6918
episode,134, randomSeed,8, time,6791
episode,134, randomSeed,9, time,7035
episode,135, randomSeed,0, time,6888
episode,135, randomSeed,1, time,6790
episode,135, randomSeed,2, time,6734
episode,135, randomSeed,3, time,6816
episode,135, randomSeed,4, time,7111
episode,135, randomSeed,5, time,6749
episode,135, randomSeed,6, time,6913
episode,135, randomSeed,7, time,6933
episode,135, randomSeed,8, time,6806
episode,135, randomSeed,9, time,7043
episode,136, randomSeed,0, time,6897
episode,136, randomSeed,1, time,6799
episode,136, randomSeed,2, time,6742
episode,136, randomSeed,3, time,6823
episode,136, randomSeed,4, time,7126
episode,136, randomSeed,5, time,6759
episode,136, randomSeed,6, time,6921
episode,136, randomSeed,7, time,6942
episode,136, randomSeed,8, time,6813
episode,136, randomSeed,9, time,7056
episode,137, randomSeed,0, time,6926
episode,137, randomSeed,1, time,6827
episode,137, randomSeed,2, time,6752
episode,137, randomSeed,3, time,6830
episode,137, randomSeed,4, time,7133
episode,137, randomSeed,5, time,6767
episode,137, randomSeed,6, time,6929
episode,137, randomSeed,7, time,6954
episode,137, randomSeed,8, time,6821
episode,137, randomSeed,9, time,7101
episode,138, randomSeed,0, time,6937
episode,138, randomSeed,1, time,6836
episode,138, randomSeed,2, time,6764
episode,138, randomSeed,3, time,6837
episode,138, randomSeed,4, time,7161
episode,138, randomSeed,5, time,6783
episode,138, randomSeed,6, time,6944
episode,138, randomSeed,7, time,6961
episode,138, randomSeed,8, time,6828
episode,138, randomSeed,9, time,7117
episode,139, randomSeed,0, time,6956
episode,139, randomSeed,1, time,6847
episode,139, randomSeed,2, time,6772
episode,139, randomSeed,3, time,6844
episode,139, randomSeed,4, time,7168
episode,139, randomSeed,5, time,6802
episode,139, randomSeed,6, time,6983
episode,139, randomSeed,7, time,6969
episode,139, randomSeed,8, time,6844
episode,139, randomSeed,9, time,7139
episode,140, randomSeed,0, time,6982
episode,140, randomSeed,1, time,6870
episode,140, randomSeed,2, time,6787
episode,140, randomSeed,3, time,6851
episode,140, randomSeed,4, time,7181
episode,140, randomSeed,5, time,6810
episode,140, randomSeed,6, time,6998
episode,140, randomSeed,7, time,6996
episode,140, randomSeed,8, time,6867
episode,140, randomSeed,9, time,7156
episode,141, randomSeed,0, time,7000
episode,141, randomSeed,1, time,6926
episode,141, randomSeed,2, time,6794
episode,141, randomSeed,3, time,6868
episode,141, randomSeed,4, time,7219
episode,141, randomSeed,5, time,6820
episode,141, randomSeed,6, time,7012
episode,141, randomSeed,7, time,7009
episode,141, randomSeed,8, time,6876
episode,141, randomSeed,9, time,7163
episode,142, randomSeed,0, time,7015
episode,142, randomSeed,1, time,6934
episode,142, randomSeed,2, time,6808
episode,142, randomSeed,3, time,6877
episode,142, randomSeed,4, time,7227
episode,142, randomSeed,5, time,6830
episode,142, randomSeed,6, time,7029
episode,142, randomSeed,7, time,7017
episode,142, randomSeed,8, time,6889
episode,142, randomSeed,9, time,7175
episode,143, randomSeed,0, time,7022
episode,143, randomSeed,1, time,6957
episode,143, randomSeed,2, time,6833
episode,143, randomSeed,3, time,6932
episode,143, randomSeed,4, time,7248
episode,143, randomSeed,5, time,6837
episode,143, randomSeed,6, time,7037
episode,143, randomSeed,7, time,7024
episode,143, randomSeed,8, time,6901
episode,143, randomSeed,9, time,7189
episode,144, randomSeed,0, time,7045
episode,144, randomSeed,1, time,6965
episode,144, randomSeed,2, time,6843
episode,144, randomSeed,3, time,6944
episode,144, randomSeed,4, time,7257
episode,144, randomSeed,5, time,6844
episode,144, randomSeed,6, time,7052
episode,144, randomSeed,7, time,7032
episode,144, randomSeed,8, time,6914
episode,144, randomSeed,9, time,7205
episode,145, randomSeed,0, time,7071
episode,145, randomSeed,1, time,6975
episode,145, randomSeed,2, time,6858
episode,145, randomSeed,3, time,6960
episode,145, randomSeed,4, time,7264
episode,145, randomSeed,5, time,6853
episode,145, randomSeed,6, time,7059
episode,145, randomSeed,7, time,7040
episode,145, randomSeed,8, time,6931
episode,145, randomSeed,9, time,7230
episode,146, randomSeed,0, time,7080
episode,146, randomSeed,1, time,6982
episode,146, randomSeed,2, time,6906
episode,146, randomSeed,3, time,6967
episode,146, randomSeed,4, time,7272
episode,146, randomSeed,5, time,6860
episode,146, randomSeed,6, time,7066
episode,146, randomSeed,7, time,7047
episode,146, randomSeed,8, time,6941
episode,146, randomSeed,9, time,7263
episode,147, randomSeed,0, time,7108
episode,147, randomSeed,1, time,6990
episode,147, randomSeed,2, time,6939
episode,147, randomSeed,3, time,6975
episode,147, randomSeed,4, time,7279
episode,147, randomSeed,5, time,6869
episode,147, randomSeed,6, time,7073
episode,147, randomSeed,7, time,7056
episode,147, randomSeed,8, time,6954
episode,147, randomSeed,9, time,7273
episode,148, randomSeed,0, time,7129
episode,148, randomSeed,1, time,7011
episode,148, randomSeed,2, time,6952
episode,148, randomSeed,3, time,6982
episode,148, randomSeed,4, time,7287
episode,148, randomSeed,5, time,6878
episode,148, randomSeed,6, time,7088
episode,148, randomSeed,7, time,7077
episode,148, randomSeed,8, time,6963
episode,148, randomSeed,9, time,7290
episode,149, randomSeed,0, time,7140
episode,149, randomSeed,1, time,7018
episode,149, randomSeed,2, time,6967
episode,149, randomSeed,3, time,6991
episode,149, randomSeed,4, time,7294
episode,149, randomSeed,5, time,6885
episode,149, randomSeed,6, time,7095
episode,149, randomSeed,7, time,7086
episode,149, randomSeed,8, time,6976
episode,149, randomSeed,9, time,7315
episode,150, randomSeed,0, time,7151
episode,150, randomSeed,1, time,7034
episode,150, randomSeed,2, time,6975
episode,150, randomSeed,3, time,6998
episode,150, randomSeed,4, time,7301
episode,150, randomSeed,5, time,6892
episode,150, randomSeed,6, time,7103
episode,150, randomSeed,7, time,7127
episode,150, randomSeed,8, time,6983
episode,150, randomSeed,9, time,7329
episode,151, randomSeed,0, time,7159
episode,151, randomSeed,1, time,7041
episode,151, randomSeed,2, time,6982
episode,151, randomSeed,3, time,7009
episode,151, randomSeed,4, time,7308
episode,151, randomSeed,5, time,6901
episode,151, randomSeed,6, time,7110
episode,151, randomSeed,7, time,7134
episode,151, randomSeed,8, time,6994
episode,151, randomSeed,9, time,7337
episode,152, randomSeed,0, time,7166
episode,152, randomSeed,1, time,7049
episode,152, randomSeed,2, time,7000
episode,152, randomSeed,3, time,7016
episode,152, randomSeed,4, time,7315
episode,152, randomSeed,5, time,6908
episode,152, randomSeed,6, time,7117
episode,152, randomSeed,7, time,7144
episode,152, randomSeed,8, time,7001
episode,152, randomSeed,9, time,7349
episode,153, randomSeed,0, time,7186
episode,153, randomSeed,1, time,7071
episode,153, randomSeed,2, time,7009
episode,153, randomSeed,3, time,7023
episode,153, randomSeed,4, time,7323
episode,153, randomSeed,5, time,6915
episode,153, randomSeed,6, time,7147
episode,153, randomSeed,7, time,7159
episode,153, randomSeed,8, time,7008
episode,153, randomSeed,9, time,7382
episode,154, randomSeed,0, time,7205
episode,154, randomSeed,1, time,7078
episode,154, randomSeed,2, time,7016
episode,154, randomSeed,3, time,7030
episode,154, randomSeed,4, time,7330
episode,154, randomSeed,5, time,6922
episode,154, randomSeed,6, time,7198
episode,154, randomSeed,7, time,7166
episode,154, randomSeed,8, time,7015
episode,154, randomSeed,9, time,7399
episode,155, randomSeed,0, time,7215
episode,155, randomSeed,1, time,7085
episode,155, randomSeed,2, time,7023
